Closed Quarter,Closed Month,Closed Week,Closed Day,Case Id,Analyst,Category,Language,Start date,Blocked,Cust Time Hours,Agent Time Hours,Consult,Closing Channel,Opening Channel,Complexity,Incoming Messages,Vendor Team,Product,Total Resolution Time x Blocked By,Num Outgoing Emails,Total Resolution Time Incl Weekends Hours,Total time to Assign in Hours,Time for First Response in Hours,Consult Total Resolution Time,Total Resolution Time WITHOUT WEEKENDS,Manual Followup Count,OverallSat,Case Region,PL,SM,Start (IST) Time,Day,Hour,Agentime/Itr.
2018-04-01,2018-05-01,2018-04-29,2018-05-04,8-609121841,anunes,Formats & Creative Trafficking,pt-BR,2018-05-04,FALSE,0.40,6.59,FALSE,EMAIL,EMAIL,Easy,2,HCL SAO PLAT,Platforms,6.99,2,6.99,0.25,3.10,0.00,6.99,0,,LATAM,martinsanchez,saikarthik,2018-05-04 19:45:46,Fri,19,3.29
2018-04-01,2018-06-01,2018-06-17,2018-06-22,5-990122448,shreyasgupta,Order & Line Item Delivery (Adserving),en,2018-06-22,FALSE,0.00,6.99,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.99,1,6.99,0.01,0.01,0.00,6.99,0,,EMEA,mvallamdas,sgangadhari,2018-06-22 17:02:36,Fri,17,6.99
2018-04-01,2018-04-01,2018-04-15,2018-04-16,2-857821821,kammili,Order & Line Item Delivery (Adserving),en,2018-04-16,FALSE,0.00,6.99,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Consult - Platforms,6.99,1,6.99,0.09,6.99,0.00,6.99,0,,EMEA,nkone,sgangadhari,2018-04-16 19:19:25,Mon,19,6.99
2018-04-01,2018-06-01,2018-06-10,2018-06-11,8-674222466,fbettini,Order & Line Item Delivery (Adserving),pt-BR,2018-06-11,FALSE,0.00,6.98,FALSE,EMAIL,EMAIL,Easy,1,HCL SAO PLAT,Platforms,6.98,1,6.98,0.16,6.98,0.00,6.98,0,,LATAM,martinsanchez,saikarthik,2018-06-11 21:18:26,Mon,21,6.98
2018-04-01,2018-05-01,2018-05-20,2018-05-23,8-489222150,dhswathi,Administration,en,2018-05-23,FALSE,2.42,4.56,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.98,2,6.98,0.55,4.27,0.00,6.98,0,,EMEA,enagabushanam,sgangadhari,2018-05-23 14:26:10,Wed,14,2.28
2018-04-01,2018-05-01,2018-05-06,2018-05-08,6-254722251,bathulas,Outages,en,2018-05-08,FALSE,3.82,3.14,FALSE,EMAIL,CHAT,Medium,0,HCL HYD PLAT,Consult - Platforms,6.97,2,6.97,0.10,0.10,0.00,6.97,1,,NA,nayaka,sbalasundaram,2018-05-08 22:28:59,Tue,22,1.57
2018-04-01,2018-05-01,2018-05-13,2018-05-15,6-942722300,akudo,"Native, DRX Consults",en,2018-05-15,FALSE,0.00,6.96,FALSE,EMAIL,EMAIL,null,1,HCL JAP PLAT,Consult - Platforms,6.96,1,6.96,1.50,6.96,0.00,6.96,0,,JAPAN,nkone,saikarthik,2018-05-16 3:27:37,Wed,3,6.96
2018-04-01,2018-05-01,2018-05-06,2018-05-09,3-795422236,sparambath,Programmatic Direct (Deals),en,2018-05-09,FALSE,0.00,6.96,FALSE,EMAIL,EMAIL,Easy,4,HCL HYD PLAT,Platforms,6.96,1,6.96,0.54,6.96,0.00,6.96,0,,NA,djavvaji,vipinnair,2018-05-09 22:09:09,Wed,22,6.96
2018-04-01,2018-04-01,2018-04-01,2018-04-04,2-834521396,konerub,Inventory Management,en,2018-04-04,FALSE,0.00,6.96,FALSE,EMAIL,EMAIL,Hard,1,HCL HYD MON,Monetization,6.96,1,6.96,0.31,6.96,0.00,6.96,0,,EMEA,aaluguri,ashwint,2018-04-04 18:19:10,Wed,18,6.96
2018-04-01,2018-06-01,2018-06-10,2018-06-14,1-595222531,olcese,Formats & Creative Trafficking,es,2018-06-14,FALSE,3.06,3.89,FALSE,EMAIL,CHAT,Easy,1,HCL SAO PLAT,Consult - Platforms,6.95,3,6.95,0.08,0.11,0.00,6.95,1,,LATAM,martinsanchez,saikarthik,2018-06-14 19:27:24,Thu,19,1.30
2018-04-01,2018-05-01,2018-05-13,2018-05-17,1-380022236,afrosesharukh,Inventory Management,en,2018-05-17,FALSE,3.15,3.80,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Consult - Platforms,6.95,2,6.95,0.37,3.03,0.00,6.95,0,,EMEA,enagabushanam,sgangadhari,2018-05-17 16:30:47,Thu,16,1.90
2018-04-01,2018-05-01,2018-05-27,2018-05-28,3-100422157,mnaderuddin,Publisher Controls,en,2018-05-28,FALSE,1.03,5.92,FALSE,EMAIL,CHAT,Easy,1,HCL HYD MON,Consult - Monetization,6.95,3,6.95,0.11,0.13,0.00,6.95,1,,EMEA,jjonnalagadda,ashwint,2018-05-28 13:12:13,Mon,13,1.97
2018-04-01,2018-05-01,2018-05-27,2018-05-28,5-070922327,sumanap,Administration,en,2018-05-27,FALSE,1.77,5.18,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.95,2,6.95,0.17,0.20,0.00,3.60,0,,APAC,susaurabh,vsunda,2018-05-28 9:09:01,Mon,9,2.59
2018-04-01,2018-05-01,2018-05-20,2018-05-21,6-246122123,koppulanavya,One-step Routing Category (go/pdsworkflow),en,2018-05-21,FALSE,0.00,6.94,FALSE,EMAIL,EMAIL,null,1,HCL HYD PLAT,Workflow,6.94,1,6.94,6.85,6.94,0.00,6.94,0,,NA,msadatullah,msadatullah,2018-05-21 17:13:11,Mon,17,6.94
2018-04-01,2018-06-01,2018-06-10,2018-06-11,6-261522553,nriccobelli,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",es,2018-06-11,FALSE,1.22,5.73,FALSE,EMAIL,EMAIL,Easy,3,HCL SAO MON,Monetization,6.94,3,6.94,0.12,4.25,0.00,6.94,0,,LATAM,kvennamaneni,saikarthik,2018-06-11 21:21:36,Mon,21,1.91
2018-04-01,2018-05-01,2018-05-27,2018-05-29,7-326522459,mrohith,Formats & Creative Trafficking,en,2018-05-29,FALSE,0.00,6.93,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.93,2,6.93,0.01,0.01,0.00,6.93,1,,EMEA,mvallamdas,sgangadhari,2018-05-29 17:09:17,Tue,17,3.47
2018-04-01,2018-04-01,2018-04-15,2018-04-16,8-435921668,akoushik,Programmatic Direct (Deals),en,2018-04-15,FALSE,0.00,6.92,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Monetization,6.92,1,6.92,3.65,6.92,0.00,1.62,0,,APAC,ldaram,larasur,2018-04-16 7:12:09,Mon,7,6.92
2018-04-01,2018-05-01,2018-05-20,2018-05-23,7-307622506,rishikav,Publisher Controls,en,2018-05-23,FALSE,0.04,6.88,FALSE,EMAIL,CHAT,Easy,1,HCL HYD MON,Consult - Monetization,6.92,2,6.92,0.02,0.02,0.00,6.92,0,,NA,vbandikalla,mshabbir,2018-05-23 19:57:18,Wed,19,3.44
2018-04-01,2018-05-01,2018-05-20,2018-05-21,1-094622345,bmiranda,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",es,2018-05-21,FALSE,0.00,6.92,FALSE,EMAIL,EMAIL,Easy,1,HCL SAO MON,Monetization,6.92,1,6.92,0.00,6.92,0.00,6.92,0,,LATAM,kvennamaneni,saikarthik,2018-05-21 18:50:28,Mon,18,6.92
2018-04-01,2018-04-01,2018-04-22,2018-04-23,8-490221805,riyazmohammed,Audience,en,2018-04-23,FALSE,0.00,6.92,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.92,1,6.92,0.01,0.02,0.00,6.92,0,,APAC,mrengarajan,vsunda,2018-04-23 14:27:44,Mon,14,6.92
2018-04-01,2018-06-01,2018-06-03,2018-06-08,5-324522254,keerthisai,Tagging,en,2018-06-07,FALSE,2.75,4.16,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.91,2,6.91,0.05,0.05,0.00,6.91,0,,APAC,mrengarajan,vsunda,2018-06-08 11:46:12,Fri,11,2.08
2018-04-01,2018-04-01,2018-04-22,2018-04-24,1-437422058,htokala,Tagging,en,2018-04-24,FALSE,0.05,6.87,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Consult - Platforms,6.91,1,6.91,0.00,6.91,0.00,6.91,0,,NA,djavvaji,vipinnair,2018-04-25 3:39:33,Wed,3,6.87
2018-04-01,2018-06-01,2018-06-24,2018-06-27,6-212122705,bvuppu,Order & Line Item Setup,en,2018-06-26,FALSE,0.00,6.91,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.91,2,6.91,0.03,0.04,0.00,6.91,1,,APAC,susaurabh,vsunda,2018-06-27 5:48:59,Wed,5,3.46
2018-04-01,2018-05-01,2018-05-13,2018-05-16,0-933022436,calankrita,Tagging,en,2018-05-16,FALSE,0.19,6.72,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.91,2,6.91,0.02,0.03,0.00,6.91,0,,EMEA,enagabushanam,sgangadhari,2018-05-16 17:16:25,Wed,17,3.36
2018-04-01,2018-05-01,2018-05-20,2018-05-22,2-658522111,roshnim,Programmatic Direct (Deals),en,2018-05-22,FALSE,0.53,6.38,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.91,2,6.91,0.17,5.95,0.00,6.91,0,,NA,pampara,vipinnair,2018-05-23 1:24:29,Wed,1,3.19
2018-04-01,2018-04-01,2018-04-22,2018-04-24,3-574021814,rampradeeps,Account Management,en,2018-04-23,TRUE,3.39,3.51,FALSE,EMAIL,EMAIL,Easy,6,HCL HYD MON,Consult - Monetization,6.90,3,7.25,0.01,2.22,0.00,7.25,1,,APAC,ldaram,larasur,2018-04-24 9:41:04,Tue,9,1.17
2018-04-01,2018-05-01,2018-05-27,2018-05-29,0-076222211,msaiprasanna,Policy,en,2018-05-29,FALSE,3.09,3.81,FALSE,EMAIL,EMAIL,Medium,3,HCL HYD MON,Consult - Monetization,6.90,3,6.90,0.06,3.68,0.00,6.90,1,,EMEA,aaluguri,ashwint,2018-05-29 15:38:34,Tue,15,1.27
2018-04-01,2018-05-01,2018-05-13,2018-05-18,6-326122143,pbuyankar,AMP,en,2018-05-18,FALSE,0.00,6.89,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD PLAT,Platforms,6.89,1,6.89,1.62,6.89,0.00,6.89,0,,EMEA,enagabushanam,sgangadhari,2018-05-18 15:29:18,Fri,15,6.89
2018-04-01,2018-04-01,2018-04-15,2018-04-17,2-067221684,pandrac,Publisher Controls,en,2018-04-17,FALSE,0.00,5.99,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Consult - Monetization,6.89,1,6.89,0.00,6.89,0.00,6.89,0,,EMEA,aaluguri,ashwint,2018-04-17 16:38:34,Tue,16,5.99
2018-04-01,2018-05-01,2018-05-27,2018-05-30,6-701322122,akoushik,Publisher Controls,en,2018-05-29,FALSE,0.00,6.89,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Consult - Monetization,6.89,1,6.89,0.00,6.89,0.00,6.89,0,,APAC,ldaram,larasur,2018-05-30 7:14:17,Wed,7,6.89
2018-04-01,2018-05-01,2018-05-13,2018-05-18,2-321722268,mprathima,Publisher Controls,en,2018-05-18,FALSE,0.00,6.89,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Monetization,6.89,1,6.89,0.32,6.89,0.00,6.89,0,,EMEA,sabaiqbal,ashwint,2018-05-18 18:23:50,Fri,18,6.89
2018-04-01,2018-04-01,2018-04-15,2018-04-16,6-035121360,akulaaditya,Publisher Controls,en,2018-04-16,FALSE,2.44,4.46,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD MON,Consult - Monetization,6.89,2,6.89,0.08,4.27,0.00,6.89,0,,EMEA,malavikas,ashwint,2018-04-16 16:15:02,Mon,16,2.23
2018-04-01,2018-06-01,2018-06-24,2018-06-25,6-949722674,anathak,Yield Management,en,2018-06-24,FALSE,3.06,3.83,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,6.89,2,6.89,0.00,1.63,0.00,6.83,0,,NA,arghyamitra,mshabbir,2018-06-25 12:26:32,Mon,12,1.92
2018-04-01,2018-05-01,2018-05-13,2018-05-14,2-056022303,roneeca,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-05-13,FALSE,0.00,6.89,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,6.89,1,6.89,0.28,6.89,0.00,4.36,0,,APAC,ldaram,larasur,2018-05-14 9:58:14,Mon,9,6.89
2018-04-01,2018-06-01,2018-06-17,2018-06-21,2-077222390,vbandlapalli,Reporting,en,2018-06-21,FALSE,0.00,6.88,FALSE,EMAIL,CHAT,Easy,0,HCL HYD MON,Consult - Platforms,6.88,1,6.88,0.00,0.02,0.00,6.88,0,,NA,arghyamitra,mshabbir,2018-06-21 22:12:15,Thu,22,6.88
2018-04-01,2018-06-01,2018-06-17,2018-06-22,5-872922472,shaikasfiya,Publisher Controls,en,2018-06-22,FALSE,0.24,6.64,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,6.88,2,6.88,2.82,4.54,0.00,6.88,0,,EMEA,sabaiqbal,ashwint,2018-06-22 14:28:40,Fri,14,3.32
2018-04-01,2018-04-01,2018-04-22,2018-04-27,3-138122211,anathak,Account Management,en,2018-04-27,FALSE,0.00,6.88,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Consult - Monetization,6.88,1,6.88,0.07,6.88,0.00,6.88,0,,NA,arghyamitra,mshabbir,2018-04-27 23:39:11,Fri,23,6.88
2018-04-01,2018-06-01,2018-06-17,2018-06-19,6-062822738,calankrita,Formats & Creative Trafficking,en,2018-06-19,FALSE,0.00,6.88,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.88,2,6.88,0.01,0.02,0.00,6.88,1,,EMEA,enagabushanam,sgangadhari,2018-06-19 18:20:22,Tue,18,3.44
2018-04-01,2018-05-01,2018-05-20,2018-05-22,5-982322116,kammili,Order & Line Item Delivery (Adserving),en,2018-05-22,FALSE,1.78,5.09,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.87,2,6.87,0.01,0.01,0.00,6.87,0,,EMEA,mvallamdas,sgangadhari,2018-05-22 15:35:34,Tue,15,2.55
2018-04-01,2018-06-01,2018-06-24,2018-06-29,4-774922430,bpullivarthi,Tagging,en,2018-06-29,FALSE,1.11,5.77,FALSE,EMAIL,CHAT,Medium,2,HCL HYD PLAT,Consult - Platforms,6.87,3,6.87,0.00,0.01,0.00,6.87,0,,NA,nayaka,sbalasundaram,2018-06-29 20:45:30,Fri,20,1.92
2018-04-01,2018-05-01,2018-05-06,2018-05-09,8-476022122,abandela,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-05-09,FALSE,0.00,6.87,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.87,2,6.87,0.01,0.02,0.00,6.87,1,,EMEA,enagabushanam,sgangadhari,2018-05-09 18:03:46,Wed,18,3.43
2018-04-01,2018-04-01,2018-04-01,2018-04-05,4-714821772,vbandlapalli,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-04-05,FALSE,0.27,6.59,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD MON,Consult - Monetization,6.86,1,6.86,2.58,6.86,0.00,6.86,0,,NA,arghyamitra,mshabbir,2018-04-06 0:25:26,Fri,0,6.59
2018-04-01,2018-06-01,2018-06-10,2018-06-11,0-861322392,rampradeeps,Administration,en,2018-06-10,FALSE,0.95,5.90,FALSE,EMAIL,EMAIL,Easy,4,HCL HYD MON,Consult - Monetization,6.86,4,6.86,0.00,3.95,0.00,1.50,0,,APAC,ldaram,larasur,2018-06-11 7:08:40,Mon,7,1.48
2018-04-01,2018-05-01,2018-05-27,2018-05-31,6-376822300,ananthkumara,Account Management,en,2018-05-31,FALSE,0.00,6.86,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Monetization,6.86,1,6.86,1.03,6.71,0.00,6.86,0,,EMEA,aaluguri,ashwint,2018-05-31 17:58:11,Thu,17,6.86
2018-04-01,2018-05-01,2018-05-06,2018-05-08,2-287421928,yadiki,Outages,en,2018-05-08,FALSE,1.83,5.02,FALSE,EMAIL,CHAT,Medium,0,HCL HYD PLAT,Consult - Platforms,6.85,2,6.85,0.00,0.01,0.00,6.85,1,,NA,nayaka,sbalasundaram,2018-05-08 21:45:55,Tue,21,2.51
2018-04-01,2018-04-01,2018-04-22,2018-04-25,4-106722084,prithvirajch,Tagging,en,2018-04-25,FALSE,3.32,3.53,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.85,2,6.85,0.87,3.40,0.00,6.85,0,,EMEA,mvallamdas,sgangadhari,2018-04-25 13:37:07,Wed,13,1.77
2018-04-01,2018-06-01,2018-06-17,2018-06-19,9-206422502,jczyz,Programmatic Direct (Deals),es,2018-06-19,FALSE,0.00,6.85,FALSE,EMAIL,EMAIL,Easy,1,HCL KRK PLAT,Monetization,6.85,1,6.85,0.55,6.85,0.00,6.85,0,,KRAKOW,hmatos,hmatos,2018-06-19 13:58:56,Tue,13,6.85
2018-04-01,2018-06-01,2018-06-17,2018-06-18,6-346622595,nchirokoff,Formats & Creative Trafficking,fr,2018-06-18,FALSE,0.24,6.61,FALSE,EMAIL,CHAT,Medium,2,HCL DUB PLAT,Consult - Platforms,6.85,3,6.85,0.02,0.04,0.00,6.85,0,,DUBLIN,hmatos,hmatos,2018-06-18 14:31:12,Mon,14,2.20
2018-04-01,2018-05-01,2018-04-29,2018-05-01,4-516322061,divyadas,Account Management,en,2018-05-01,FALSE,4.99,1.85,FALSE,EMAIL,EMAIL,Easy,5,HCL HYD PLAT,Consult - Platforms,6.85,2,6.85,0.47,1.32,0.00,6.85,1,,NA,lucyk,sbalasundaram,2018-05-01 23:45:17,Tue,23,0.93
2018-04-01,2018-05-01,2018-05-06,2018-05-10,3-506921855,akudo,"Programmatic Direct (Deals), DRX Consults",en,2018-05-10,FALSE,0.00,6.85,FALSE,EMAIL,EMAIL,null,2,HCL JAP PLAT,Consult - Platforms,6.85,1,6.85,0.29,6.84,0.00,6.85,0,,JAPAN,nkone,saikarthik,2018-05-11 4:38:11,Fri,4,6.85
2018-04-01,2018-04-01,2018-04-22,2018-04-26,6-287422110,htokala,Video,en,2018-04-26,FALSE,0.00,6.84,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,6.84,2,6.84,0.01,0.02,0.00,6.84,0,,NA,djavvaji,vipinnair,2018-04-26 23:36:18,Thu,23,3.42
2018-04-01,2018-05-01,2018-05-06,2018-05-11,0-632022312,arthurv,Programmatic Direct (Deals),es,2018-05-11,FALSE,0.00,6.84,FALSE,EMAIL,EMAIL,Easy,1,HCL SAO MON,Monetization,6.84,1,6.84,0.60,6.84,0.00,6.84,0,,LATAM,kvennamaneni,saikarthik,2018-05-11 21:06:39,Fri,21,6.84
2018-04-01,2018-06-01,2018-06-17,2018-06-20,5-177022683,bpullivarthi,Formats & Creative Trafficking,en,2018-06-20,FALSE,0.00,6.84,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.84,2,6.84,0.02,0.03,0.00,6.84,1,,NA,nayaka,sbalasundaram,2018-06-20 19:38:35,Wed,19,3.42
2018-04-01,2018-05-01,2018-05-20,2018-05-21,9-937822306,anunes,Measurement,es,2018-05-21,FALSE,0.21,6.63,FALSE,EMAIL,EMAIL,Easy,3,HCL SAO PLAT,Platforms,6.84,2,6.84,0.07,3.55,0.00,6.84,0,,LATAM,martinsanchez,saikarthik,2018-05-21 21:24:52,Mon,21,3.31
2018-04-01,2018-05-01,2018-05-06,2018-05-10,5-503522205,pbharathi,Formats & Creative Trafficking,en,2018-05-10,FALSE,2.16,4.68,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.84,2,6.84,0.26,3.13,0.00,6.84,0,,EMEA,vereddy,sgangadhari,2018-05-10 13:50:09,Thu,13,2.34
2018-04-01,2018-05-01,2018-05-20,2018-05-24,8-272422319,motokit,Publisher Controls,ja,2018-05-23,FALSE,0.00,6.84,FALSE,EMAIL,EMAIL,Easy,2,HCL JAP PLAT,Monetization,6.84,1,6.84,0.24,6.84,0.00,6.84,0,,JAPAN,nkone,saikarthik,2018-05-24 8:28:54,Thu,8,6.84
2018-04-01,2018-06-01,2018-06-24,2018-06-25,4-068622715,miizuka,Policy,ja,2018-06-24,FALSE,0.34,6.50,FALSE,EMAIL,EMAIL,Medium,2,HCL JAP PLAT,Platforms,6.84,2,6.84,0.19,5.90,0.00,1.97,0,,JAPAN,nkone,saikarthik,2018-06-25 7:38:10,Mon,7,3.25
2018-04-01,2018-05-01,2018-05-27,2018-05-29,6-961922267,aravichandrika,Programmatic Direct (Deals),en,2018-05-29,FALSE,0.00,6.84,FALSE,EMAIL,CHAT,Easy,1,HCL HYD MON,Consult - Monetization,6.84,2,6.84,0.09,0.10,0.00,6.84,0,,NA,jjaleel,mshabbir,2018-05-29 19:44:09,Tue,19,3.42
2018-04-01,2018-06-01,2018-06-24,2018-06-29,5-975022538,shreyasgupta,Administration,en,2018-06-29,FALSE,0.00,6.83,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.83,1,6.83,0.05,6.83,0.00,6.83,0,,EMEA,mvallamdas,sgangadhari,2018-06-29 16:54:53,Fri,16,6.83
2018-04-01,2018-04-01,2018-04-08,2018-04-12,9-669121881,reeturajput,Video,en,2018-04-12,FALSE,0.03,6.80,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,6.83,1,6.83,0.03,6.83,0.00,6.83,0,,EMEA,vereddy,sgangadhari,2018-04-12 17:18:05,Thu,17,6.80
2018-04-01,2018-06-01,2018-06-17,2018-06-21,1-260422571,vsobharaj,Publisher Controls,en,2018-06-21,FALSE,0.00,6.82,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,6.82,1,6.82,0.22,6.81,0.00,6.82,0,,NA,vbandikalla,mshabbir,2018-06-21 23:53:19,Thu,23,6.82
2018-04-01,2018-04-01,2018-04-08,2018-04-10,8-094122184,pbharathi,Reporting,en,2018-04-10,FALSE,1.30,5.52,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD PLAT,Platforms,6.82,3,6.82,0.08,2.43,0.00,6.82,0,100,EMEA,mvallamdas,sgangadhari,2018-04-10 14:14:03,Tue,14,1.84
2018-04-01,2018-05-01,2018-05-27,2018-05-29,8-182121982,anunes,Measurement,es,2018-05-29,FALSE,0.00,6.81,FALSE,EMAIL,EMAIL,Easy,1,HCL SAO PLAT,Platforms,6.81,1,6.81,0.00,6.81,0.00,6.81,0,,LATAM,martinsanchez,saikarthik,2018-05-29 22:46:40,Tue,22,6.81
2018-04-01,2018-05-01,2018-05-13,2018-05-18,6-426622186,sthirunagiri,Administration,en,2018-05-17,FALSE,0.00,6.80,FALSE,EMAIL,EMAIL,Medium,3,HCL HYD MON,Monetization,6.80,1,6.80,1.75,6.80,0.00,6.80,0,,APAC,ldaram,larasur,2018-05-18 5:52:51,Fri,5,6.80
2018-04-01,2018-04-01,2018-04-15,2018-04-20,9-369921798,avenkataraman,Video,en,2018-04-20,FALSE,0.00,6.80,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.80,1,6.80,1.53,6.80,0.00,6.80,0,,EMEA,enagabushanam,sgangadhari,2018-04-20 13:34:30,Fri,13,6.80
2018-04-01,2018-06-01,2018-06-03,2018-06-04,6-820322081,arthurv,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-06-04,FALSE,0.00,6.80,FALSE,EMAIL,CHAT,Easy,0,HCL SAO MON,Consult - Monetization,6.80,2,6.80,0.02,0.02,0.00,6.80,1,,LATAM,kvennamaneni,saikarthik,2018-06-04 21:57:38,Mon,21,3.40
2018-04-01,2018-05-01,2018-05-13,2018-05-17,0-659122130,mprathima,Policy,en,2018-05-17,FALSE,1.80,4.99,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Monetization,6.79,3,6.79,0.00,0.03,0.00,6.79,1,,EMEA,sabaiqbal,ashwint,2018-05-17 16:06:28,Thu,16,1.66
2018-04-01,2018-05-01,2018-05-06,2018-05-11,9-122222138,ggunturi,Programmatic Direct (Deals),en,2018-05-11,FALSE,2.35,4.44,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,6.79,2,6.79,0.77,4.16,0.00,6.79,0,,EMEA,bhandaris,sgangadhari,2018-05-11 13:58:54,Fri,13,2.22
2018-04-01,2018-05-01,2018-05-20,2018-05-23,9-396922272,akudo,"AMP, DRX Consults",en,2018-05-23,FALSE,0.00,6.79,FALSE,EMAIL,EMAIL,null,1,HCL JAP PLAT,Consult - Platforms,6.79,1,6.79,1.03,6.79,0.00,6.79,0,,JAPAN,nkone,saikarthik,2018-05-24 1:01:18,Thu,1,6.79
2018-04-01,2018-06-01,2018-06-10,2018-06-13,6-059022542,pbharathi,Video,en,2018-06-13,FALSE,2.32,4.46,FALSE,EMAIL,EMAIL,Easy,7,HCL HYD PLAT,Platforms,6.79,3,6.79,1.31,2.67,0.00,6.79,0,,EMEA,vereddy,sgangadhari,2018-06-13 13:48:25,Wed,13,1.49
2018-04-01,2018-05-01,2018-05-06,2018-05-08,9-511122149,crystalwang,Formats,en,2018-05-07,FALSE,0.00,6.78,FALSE,PHONE,PHONE,null,0,HCL CHN PLAT,Monetization,6.78,0,6.78,0.00,6.78,0.00,6.78,0,,CHINA,nkone,saikarthik,2018-05-08 7:48:21,Tue,7,
2018-04-01,2018-04-01,2018-04-22,2018-04-25,7-973621960,akudo,"Policy, DRX Consults",en,2018-04-25,FALSE,0.00,6.78,FALSE,EMAIL,EMAIL,null,2,HCL JAP PLAT,Consult - Monetization,6.78,1,6.78,0.80,6.78,0.00,6.78,0,,JAPAN,nkone,saikarthik,2018-04-26 5:04:09,Thu,5,6.78
2018-04-01,2018-05-01,2018-05-06,2018-05-07,5-396622095,olcese,Order & Line Item Delivery (Adserving),es,2018-05-07,FALSE,0.41,6.37,FALSE,EMAIL,EMAIL,Easy,2,HCL SAO PLAT,Platforms,6.78,2,6.78,0.04,6.13,0.00,6.78,0,,LATAM,martinsanchez,saikarthik,2018-05-07 21:36:40,Mon,21,3.19
2018-04-01,2018-05-01,2018-05-20,2018-05-25,5-574422118,bpullivarthi,Reporting,en,2018-05-25,FALSE,1.55,5.23,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,6.78,2,6.78,0.01,0.01,0.00,6.78,1,,NA,nayaka,sbalasundaram,2018-05-25 21:03:02,Fri,21,2.61
2018-04-01,2018-05-01,2018-05-13,2018-05-14,3-164022139,olcese,Programmatic Direct (Deals),es,2018-05-14,FALSE,2.40,4.38,FALSE,EMAIL,EMAIL,Easy,2,HCL SAO PLAT,Platforms,6.78,2,6.78,0.02,3.18,0.00,6.78,0,,LATAM,martinsanchez,saikarthik,2018-05-14 19:27:18,Mon,19,2.19
2018-04-01,2018-06-01,2018-06-03,2018-06-04,7-817722295,anuragkumarr,Programmatic Direct (Deals),en,2018-06-03,FALSE,0.03,6.74,FALSE,EMAIL,EMAIL,null,1,HCL HYD MON,Platforms,6.77,2,6.77,0.15,6.74,0.00,3.47,1,,APAC,ldaram,larasur,2018-06-04 9:12:09,Mon,9,3.37
